annotation_id,annotation_name,size,linkout,date_download,go_download_link
R-SCE-168188,Toll Like Receptor TLR6:TLR2 Cascade,16,https://reactome.org/PathwayBrowser/#/R-SCE-168188,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-168898,Toll-like Receptor Cascades,16,https://reactome.org/PathwayBrowser/#/R-SCE-168898,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-181438,Toll Like Receptor 2 (TLR2) Cascade,16,https://reactome.org/PathwayBrowser/#/R-SCE-181438,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-448424,Interleukin-17 signaling,16,https://reactome.org/PathwayBrowser/#/R-SCE-448424,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-449147,Signaling by Interleukins,16,https://reactome.org/PathwayBrowser/#/R-SCE-449147,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-450282,MAPK targets/ Nuclear events mediated by MAP kinases,12,https://reactome.org/PathwayBrowser/#/R-SCE-450282,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-450294,MAP kinase activation,16,https://reactome.org/PathwayBrowser/#/R-SCE-450294,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-450341,Activation of the AP-1 family of transcription factors,5,https://reactome.org/PathwayBrowser/#/R-SCE-450341,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-937061,TRIF(TICAM1)-mediated TLR4 signaling ,16,https://reactome.org/PathwayBrowser/#/R-SCE-937061,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,16,https://reactome.org/PathwayBrowser/#/R-SCE-975138,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-975155,MyD88 dependent cascade initiated on endosome,16,https://reactome.org/PathwayBrowser/#/R-SCE-975155,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-975871,MyD88 cascade initiated on plasma membrane,16,https://reactome.org/PathwayBrowser/#/R-SCE-975871,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-113418,Formation of the Early Elongation Complex,29,https://reactome.org/PathwayBrowser/#/R-SCE-113418,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5696398,Nucleotide Excision Repair,39,https://reactome.org/PathwayBrowser/#/R-SCE-5696398,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-674695,RNA Polymerase II Pre-transcription Events,51,https://reactome.org/PathwayBrowser/#/R-SCE-674695,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-6781823,Formation of TC-NER Pre-Incision Complex,23,https://reactome.org/PathwayBrowser/#/R-SCE-6781823,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),39,https://reactome.org/PathwayBrowser/#/R-SCE-6781827,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-6782135,Dual incision in TC-NER,33,https://reactome.org/PathwayBrowser/#/R-SCE-6782135,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,38,https://reactome.org/PathwayBrowser/#/R-SCE-6782210,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-6796648,TP53 Regulates Transcription of DNA Repair Genes,37,https://reactome.org/PathwayBrowser/#/R-SCE-6796648,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-6807505,RNA polymerase II transcribes snRNA genes,32,https://reactome.org/PathwayBrowser/#/R-SCE-6807505,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-72086,mRNA Capping,29,https://reactome.org/PathwayBrowser/#/R-SCE-72086,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-72203,Processing of Capped Intron-Containing Pre-mRNA,19,https://reactome.org/PathwayBrowser/#/R-SCE-72203,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-73776,RNA Polymerase II Promoter Escape,41,https://reactome.org/PathwayBrowser/#/R-SCE-73776,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,41,https://reactome.org/PathwayBrowser/#/R-SCE-73779,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-73894,DNA Repair,64,https://reactome.org/PathwayBrowser/#/R-SCE-73894,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-75953,RNA Polymerase II Transcription Initiation,41,https://reactome.org/PathwayBrowser/#/R-SCE-75953,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-75955,RNA Polymerase II Transcription Elongation,29,https://reactome.org/PathwayBrowser/#/R-SCE-75955,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,41,https://reactome.org/PathwayBrowser/#/R-SCE-76042,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-77075,RNA Pol II CTD phosphorylation and interaction with CE,27,https://reactome.org/PathwayBrowser/#/R-SCE-77075,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-9018519,Estrogen-dependent gene expression,30,https://reactome.org/PathwayBrowser/#/R-SCE-9018519,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-74158,RNA Polymerase III Transcription,24,https://reactome.org/PathwayBrowser/#/R-SCE-74158,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-76046,RNA Polymerase III Transcription Initiation,24,https://reactome.org/PathwayBrowser/#/R-SCE-76046,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,24,https://reactome.org/PathwayBrowser/#/R-SCE-76061,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-76066,RNA Polymerase III Transcription Initiation From Type 2 Promoter,23,https://reactome.org/PathwayBrowser/#/R-SCE-76066,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-70370,Galactose catabolism,3,https://reactome.org/PathwayBrowser/#/R-SCE-70370,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-4615885,SUMOylation of DNA replication proteins,5,https://reactome.org/PathwayBrowser/#/R-SCE-4615885,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,5,https://reactome.org/PathwayBrowser/#/R-SCE-170822,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5358508,Mismatch Repair,7,https://reactome.org/PathwayBrowser/#/R-SCE-5358508,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5358565,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),7,https://reactome.org/PathwayBrowser/#/R-SCE-5358565,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5358606,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),1,https://reactome.org/PathwayBrowser/#/R-SCE-5358606,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-69183,Processive synthesis on the lagging strand,9,https://reactome.org/PathwayBrowser/#/R-SCE-69183,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-69186,Lagging Strand Synthesis,14,https://reactome.org/PathwayBrowser/#/R-SCE-69186,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-69190,DNA strand elongation,18,https://reactome.org/PathwayBrowser/#/R-SCE-69190,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-193648,NRAGE signals death through JNK,4,https://reactome.org/PathwayBrowser/#/R-SCE-193648,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-193704,p75 NTR receptor-mediated signalling,4,https://reactome.org/PathwayBrowser/#/R-SCE-193704,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-204998,"Cell death signalling via NRAGE, NRIF and NADE",4,https://reactome.org/PathwayBrowser/#/R-SCE-204998,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-372790,Signaling by GPCR,29,https://reactome.org/PathwayBrowser/#/R-SCE-372790,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-388396,GPCR downstream signalling,27,https://reactome.org/PathwayBrowser/#/R-SCE-388396,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-416482,G alpha (12/13) signalling events,5,https://reactome.org/PathwayBrowser/#/R-SCE-416482,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-73887,Death Receptor Signaling,4,https://reactome.org/PathwayBrowser/#/R-SCE-73887,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-9013149,RAC1 GTPase cycle,13,https://reactome.org/PathwayBrowser/#/R-SCE-9013149,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-70268,Pyruvate metabolism,8,https://reactome.org/PathwayBrowser/#/R-SCE-70268,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-189445,Metabolism of porphyrins,12,https://reactome.org/PathwayBrowser/#/R-SCE-189445,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-189451,Heme biosynthesis,10,https://reactome.org/PathwayBrowser/#/R-SCE-189451,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-1483191,Synthesis of PC,11,https://reactome.org/PathwayBrowser/#/R-SCE-1483191,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-1483206,Glycerophospholipid biosynthesis,38,https://reactome.org/PathwayBrowser/#/R-SCE-1483206,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-1483257,Phospholipid metabolism,56,https://reactome.org/PathwayBrowser/#/R-SCE-1483257,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-556833,Metabolism of lipids,138,https://reactome.org/PathwayBrowser/#/R-SCE-556833,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-72764,Eukaryotic Translation Termination,4,https://reactome.org/PathwayBrowser/#/R-SCE-72764,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-111885,Opioid Signalling,12,https://reactome.org/PathwayBrowser/#/R-SCE-111885,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-111931,PKA-mediated phosphorylation of CREB,4,https://reactome.org/PathwayBrowser/#/R-SCE-111931,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-111933,Calmodulin induced events,4,https://reactome.org/PathwayBrowser/#/R-SCE-111933,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-111996,Ca-dependent events,9,https://reactome.org/PathwayBrowser/#/R-SCE-111996,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-111997,CaM pathway,4,https://reactome.org/PathwayBrowser/#/R-SCE-111997,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-112040,G-protein mediated events,11,https://reactome.org/PathwayBrowser/#/R-SCE-112040,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-112043,PLC beta mediated events,11,https://reactome.org/PathwayBrowser/#/R-SCE-112043,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-112314,Neurotransmitter receptors and postsynaptic signal transmission,5,https://reactome.org/PathwayBrowser/#/R-SCE-112314,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-112315,Transmission across Chemical Synapses,13,https://reactome.org/PathwayBrowser/#/R-SCE-112315,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-112316,Neuronal System,14,https://reactome.org/PathwayBrowser/#/R-SCE-112316,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-1489509,DAG and IP3 signaling,5,https://reactome.org/PathwayBrowser/#/R-SCE-1489509,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-163359,Glucagon signaling in metabolic regulation,4,https://reactome.org/PathwayBrowser/#/R-SCE-163359,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-163615,PKA activation,4,https://reactome.org/PathwayBrowser/#/R-SCE-163615,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-163685,Integration of energy metabolism,24,https://reactome.org/PathwayBrowser/#/R-SCE-163685,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-164378,PKA activation in glucagon signalling,4,https://reactome.org/PathwayBrowser/#/R-SCE-164378,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-180024,DARPP-32 events,5,https://reactome.org/PathwayBrowser/#/R-SCE-180024,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-382551,Transport of small molecules,104,https://reactome.org/PathwayBrowser/#/R-SCE-382551,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-418555,G alpha (s) signalling events,5,https://reactome.org/PathwayBrowser/#/R-SCE-418555,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-418594,G alpha (i) signalling events,15,https://reactome.org/PathwayBrowser/#/R-SCE-418594,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-432040,Vasopressin regulates renal water homeostasis via Aquaporins,6,https://reactome.org/PathwayBrowser/#/R-SCE-432040,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-438064,Post NMDA receptor activation events,5,https://reactome.org/PathwayBrowser/#/R-SCE-438064,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-442720,CREB1 phosphorylation through the activation of Adenylate Cyclase,4,https://reactome.org/PathwayBrowser/#/R-SCE-442720,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-442755,Activation of NMDA receptors and postsynaptic events,5,https://reactome.org/PathwayBrowser/#/R-SCE-442755,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-445717,Aquaporin-mediated transport,6,https://reactome.org/PathwayBrowser/#/R-SCE-445717,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5358351,Signaling by Hedgehog,4,https://reactome.org/PathwayBrowser/#/R-SCE-5358351,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5610787,Hedgehog 'off' state,4,https://reactome.org/PathwayBrowser/#/R-SCE-5610787,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-9006925,Intracellular signaling by second messengers,25,https://reactome.org/PathwayBrowser/#/R-SCE-9006925,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-9634597,GPER1 signaling,4,https://reactome.org/PathwayBrowser/#/R-SCE-9634597,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-983231,Factors involved in megakaryocyte development and platelet production,12,https://reactome.org/PathwayBrowser/#/R-SCE-983231,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-1483226,Synthesis of PI,3,https://reactome.org/PathwayBrowser/#/R-SCE-1483226,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-73772,RNA Polymerase I Promoter Escape,24,https://reactome.org/PathwayBrowser/#/R-SCE-73772,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-73854,RNA Polymerase I Promoter Clearance,24,https://reactome.org/PathwayBrowser/#/R-SCE-73854,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-73864,RNA Polymerase I Transcription,24,https://reactome.org/PathwayBrowser/#/R-SCE-73864,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-3371453,Regulation of HSF1-mediated heat shock response,18,https://reactome.org/PathwayBrowser/#/R-SCE-3371453,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-70221,Glycogen breakdown (glycogenolysis),7,https://reactome.org/PathwayBrowser/#/R-SCE-70221,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-8982491,Glycogen metabolism,15,https://reactome.org/PathwayBrowser/#/R-SCE-8982491,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-3108214,SUMOylation of DNA damage response and repair proteins,14,https://reactome.org/PathwayBrowser/#/R-SCE-3108214,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5685938,HDR through Single Strand Annealing (SSA),1,https://reactome.org/PathwayBrowser/#/R-SCE-5685938,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5693532,DNA Double-Strand Break Repair,10,https://reactome.org/PathwayBrowser/#/R-SCE-5693532,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5693538,Homology Directed Repair,5,https://reactome.org/PathwayBrowser/#/R-SCE-5693538,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),5,https://reactome.org/PathwayBrowser/#/R-SCE-5693567,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-166520,Signaling by NTRKs,14,https://reactome.org/PathwayBrowser/#/R-SCE-166520,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-187037,Signaling by NTRK1 (TRKA),14,https://reactome.org/PathwayBrowser/#/R-SCE-187037,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-195258,RHO GTPase Effectors,26,https://reactome.org/PathwayBrowser/#/R-SCE-195258,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-198203,PI3K/AKT activation,1,https://reactome.org/PathwayBrowser/#/R-SCE-198203,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-392451,G beta:gamma signalling through PI3Kgamma,4,https://reactome.org/PathwayBrowser/#/R-SCE-392451,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-397795,G-protein beta:gamma signalling,4,https://reactome.org/PathwayBrowser/#/R-SCE-397795,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5625740,RHO GTPases activate PKNs,5,https://reactome.org/PathwayBrowser/#/R-SCE-5625740,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-8980692,RHOA GTPase cycle,20,https://reactome.org/PathwayBrowser/#/R-SCE-8980692,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-9013405,RHOD GTPase cycle,15,https://reactome.org/PathwayBrowser/#/R-SCE-9013405,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-9035034,RHOF GTPase cycle,10,https://reactome.org/PathwayBrowser/#/R-SCE-9035034,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-9696264,RND3 GTPase cycle,4,https://reactome.org/PathwayBrowser/#/R-SCE-9696264,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-9696270,RND2 GTPase cycle,4,https://reactome.org/PathwayBrowser/#/R-SCE-9696270,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-1632852,Macroautophagy,45,https://reactome.org/PathwayBrowser/#/R-SCE-1632852,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-163680,AMPK inhibits chREBP transcriptional activation activity,7,https://reactome.org/PathwayBrowser/#/R-SCE-163680,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-165159,MTOR signalling,21,https://reactome.org/PathwayBrowser/#/R-SCE-165159,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-200425,Carnitine metabolism,10,https://reactome.org/PathwayBrowser/#/R-SCE-200425,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-380972,Energy dependent regulation of mTOR by LKB1-AMPK,12,https://reactome.org/PathwayBrowser/#/R-SCE-380972,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-8978868,Fatty acid metabolism,45,https://reactome.org/PathwayBrowser/#/R-SCE-8978868,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-9612973,Autophagy,45,https://reactome.org/PathwayBrowser/#/R-SCE-9612973,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-110056,MAPK3 (ERK1) activation,3,https://reactome.org/PathwayBrowser/#/R-SCE-110056,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-112409,RAF-independent MAPK1/3 activation,8,https://reactome.org/PathwayBrowser/#/R-SCE-112409,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-112411,MAPK1 (ERK2) activation,5,https://reactome.org/PathwayBrowser/#/R-SCE-112411,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-1266738,Developmental Biology,20,https://reactome.org/PathwayBrowser/#/R-SCE-1266738,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-168638,NOD1/2 Signaling Pathway,5,https://reactome.org/PathwayBrowser/#/R-SCE-168638,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-2454202,Fc epsilon receptor (FCERI) signaling,7,https://reactome.org/PathwayBrowser/#/R-SCE-2454202,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-2559580,Oxidative Stress Induced Senescence,6,https://reactome.org/PathwayBrowser/#/R-SCE-2559580,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-2559583,Cellular Senescence,18,https://reactome.org/PathwayBrowser/#/R-SCE-2559583,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-2871796,FCERI mediated MAPK activation,5,https://reactome.org/PathwayBrowser/#/R-SCE-2871796,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-373760,L1CAM interactions,16,https://reactome.org/PathwayBrowser/#/R-SCE-373760,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-422475,Axon guidance,17,https://reactome.org/PathwayBrowser/#/R-SCE-422475,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-445144,Signal transduction by L1,8,https://reactome.org/PathwayBrowser/#/R-SCE-445144,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-450302,activated TAK1 mediates p38 MAPK activation,4,https://reactome.org/PathwayBrowser/#/R-SCE-450302,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5633007,Regulation of TP53 Activity,23,https://reactome.org/PathwayBrowser/#/R-SCE-5633007,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5673001,RAF/MAP kinase cascade,14,https://reactome.org/PathwayBrowser/#/R-SCE-5673001,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5674135,MAP2K and MAPK activation,6,https://reactome.org/PathwayBrowser/#/R-SCE-5674135,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5674499,Negative feedback regulation of MAPK pathway,6,https://reactome.org/PathwayBrowser/#/R-SCE-5674499,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5675221,Negative regulation of MAPK pathway,11,https://reactome.org/PathwayBrowser/#/R-SCE-5675221,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5683057,MAPK family signaling cascades,23,https://reactome.org/PathwayBrowser/#/R-SCE-5683057,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-5684996,MAPK1/MAPK3 signaling,14,https://reactome.org/PathwayBrowser/#/R-SCE-5684996,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-6804758,Regulation of TP53 Activity through Acetylation,9,https://reactome.org/PathwayBrowser/#/R-SCE-6804758,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-6811555,PI5P Regulates TP53 Acetylation,9,https://reactome.org/PathwayBrowser/#/R-SCE-6811555,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-9675108,Nervous system development,17,https://reactome.org/PathwayBrowser/#/R-SCE-9675108,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-15869,Metabolism of nucleotides,36,https://reactome.org/PathwayBrowser/#/R-SCE-15869,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-499943,Interconversion of nucleotide di- and triphosphates,11,https://reactome.org/PathwayBrowser/#/R-SCE-499943,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-73817,Purine ribonucleoside monophosphate biosynthesis,9,https://reactome.org/PathwayBrowser/#/R-SCE-73817,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-8956320,Nucleotide biosynthesis,10,https://reactome.org/PathwayBrowser/#/R-SCE-8956320,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-196757,Metabolism of folate and pterines,10,https://reactome.org/PathwayBrowser/#/R-SCE-196757,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-SCE-196849,Metabolism of water-soluble vitamins and cofactors,41,https://reactome.org/PathwayBrowser/#/R-SCE-196849,2023-05-10,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
