annotation_id,annotation_name,annotation_description,size,linkout,date_download,go_download_link
GO:0004587,ornithine-oxo-acid transaminase activity,Catalysis of the reaction: L-ornithine + a 2-oxo acid = L-glutamate 5-semialdehyde + an L-amino acid. [EC:2.6.1.13],2,http://amigo.geneontology.org/amigo/term/GO:0004587,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0050155,ornithine(lysine) transaminase activity,"Catalysis of the reaction: 2-oxoglutarate + L-ornithine = H2O + L-glutamate + 3,4-dihydro-2H-pyrrole-2-carboxylate. [MetaCyc:ORNITHINELYSINE-AMINOTRANSFERASE-RXN]",1,http://amigo.geneontology.org/amigo/term/GO:0050155,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004100,chitin synthase activity,Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + [->4)-N-acetyl-beta-D-glucosaminyl-(1-](n) = UDP + [->4)-N-acetyl-beta-D-glucosaminyl-(1-](n+1). [EC:2.4.1.16],6,http://amigo.geneontology.org/amigo/term/GO:0004100,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005078,MAP-kinase scaffold activity,"The binding activity of a molecule that functions as a physical support for the assembly of a multiprotein mitogen-activated protein kinase (MAPK) complex. Binds multiple kinases of the MAPKKK cascade, and also upstream signaling proteins, permitting those molecules to function in a coordinated way. Bringing together multiple enzymes and their substrates enables the signal to be transduced quickly and efficiently. [PMID:12511654, PMID:15213240, PMID:9405336]",13,http://amigo.geneontology.org/amigo/term/GO:0005078,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004339,"glucan 1,4-alpha-glucosidase activity",Catalysis of the hydrolysis of terminal (1->4)-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose. [EC:3.2.1.3],1,http://amigo.geneontology.org/amigo/term/GO:0004339,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",Catalysis of the hydrolysis of any O-glycosyl bond. [GOC:mah],5,http://amigo.geneontology.org/amigo/term/GO:0004553,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0016491,oxidoreductase activity,"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced. [GOC:go_curators]",29,http://amigo.geneontology.org/amigo/term/GO:0016491,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0051537,"2 iron, 2 sulfur cluster binding","Binding to a 2 iron, 2 sulfur (2Fe-2S) cluster; this cluster consists of two iron atoms, with two inorganic sulfur atoms found between the irons and acting as bridging ligands. [GOC:ai, PMID:15952888, Wikipedia:Iron-sulfur_cluster]",20,http://amigo.geneontology.org/amigo/term/GO:0051537,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0036033,mediator complex binding,"Binding to a mediator complex. The mediator complex is a protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The Saccharomyces complex contains several identifiable subcomplexes: a head domain comprising Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p; and a regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins. [GOC:yaf, PMID:18391015]",4,http://amigo.geneontology.org/amigo/term/GO:0036033,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004333,fumarate hydratase activity,"Catalysis of the reaction: (S)-malate = fumarate + H2O. [EC:4.2.1.2, RHEA:12460]",3,http://amigo.geneontology.org/amigo/term/GO:0004333,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004826,phenylalanine-tRNA ligase activity,Catalysis of the reaction: ATP + L-phenylalanine + tRNA(Phe) = AMP + diphosphate + L-phenylalanyl-tRNA(Phe). [EC:6.1.1.20],9,http://amigo.geneontology.org/amigo/term/GO:0004826,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0008108,UDP-glucose:hexose-1-phosphate uridylyltransferase activity,"Catalysis of the reaction: alpha-D-galactose 1-phosphate + UDP-D-glucose = alpha-D-glucose 1-phosphate + UDP-D-galactose. [EC:2.7.7.12, RHEA:13989]",3,http://amigo.geneontology.org/amigo/term/GO:0008108,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004586,ornithine decarboxylase activity,"Catalysis of the reaction: L-ornithine + H+ = CO2 + putrescine. [EC:4.1.1.17, RHEA:22964]",2,http://amigo.geneontology.org/amigo/term/GO:0004586,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003882,CDP-diacylglycerol-serine O-phosphatidyltransferase activity,Catalysis of the reaction: CDP-diacylglycerol + L-serine = CMP + O-sn-phosphatidyl-L-serine. [EC:2.7.8.8],2,http://amigo.geneontology.org/amigo/term/GO:0003882,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004414,homoserine O-acetyltransferase activity,"Catalysis of the reaction: L-homoserine + acetyl-CoA = O-acetyl-L-homoserine + CoA. [EC:2.3.1.31, RHEA:13701]",3,http://amigo.geneontology.org/amigo/term/GO:0004414,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004521,RNA endonuclease activity,"Catalysis of the hydrolysis of ester linkages within ribonucleic acid by creating internal breaks. [GOC:mah, ISBN:0198547684]",27,http://amigo.geneontology.org/amigo/term/GO:0004521,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004529,DNA exonuclease activity,"Catalysis of the sequential cleavage of mononucleotides from a free 5' or 3' terminus of a DNA molecule. [GOC:mah, ISBN:0198547684]",1,http://amigo.geneontology.org/amigo/term/GO:0004529,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0032549,ribonucleoside binding,"Binding to a ribonucleoside, a compound consisting of a purine or pyrimidine nitrogenous base linked to ribose. [GOC:mah]",3,http://amigo.geneontology.org/amigo/term/GO:0032549,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004161,dimethylallyltranstransferase activity,Catalysis of the reaction: dimethylallyl diphosphate + isopentenyl diphosphate = diphosphate + geranyl diphosphate. [EC:2.5.1.1],4,http://amigo.geneontology.org/amigo/term/GO:0004161,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004337,geranyltranstransferase activity,"Catalysis of the reaction: geranyl diphosphate + isopentenyl diphosphate = 2-trans,6-trans-farnesyl diphosphate + diphosphate. [EC:2.5.1.10, RHEA:19361]",4,http://amigo.geneontology.org/amigo/term/GO:0004337,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004452,isopentenyl-diphosphate delta-isomerase activity,Catalysis of the reaction: isopentenyl diphosphate = dimethylallyl diphosphate. [RHEA:23284],3,http://amigo.geneontology.org/amigo/term/GO:0004452,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004781,sulfate adenylyltransferase (ATP) activity,Catalysis of the reaction: ATP + sulfate = diphosphate + adenylylsulfate. [EC:2.7.7.4],3,http://amigo.geneontology.org/amigo/term/GO:0004781,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0001664,G protein-coupled receptor binding,"Binding to a G protein-coupled receptor. [GOC:ceb, GOC:dph]",2,http://amigo.geneontology.org/amigo/term/GO:0001664,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0031683,G-protein beta/gamma-subunit complex binding,"Binding to a complex of G-protein beta/gamma subunits. [GOC:nln, GOC:vw]",6,http://amigo.geneontology.org/amigo/term/GO:0031683,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003855,3-dehydroquinate dehydratase activity,"Catalysis of the reaction: 3-dehydroquinate = 3-dehydroshikimate + H2O. [EC:4.2.1.10, RHEA:21096]",2,http://amigo.geneontology.org/amigo/term/GO:0003855,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003856,3-dehydroquinate synthase activity,"Catalysis of the reaction: 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate = 3-dehydroquinate + phosphate. [EC:4.2.3.4, RHEA:21968]",1,http://amigo.geneontology.org/amigo/term/GO:0003856,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003866,3-phosphoshikimate 1-carboxyvinyltransferase activity,"Catalysis of the reaction: 3-phosphoshikimate + phosphoenolpyruvate = 5-O-(1-carboxyvinyl)-3-phosphoshikimate + phosphate. [EC:2.5.1.19, RHEA:21256]",2,http://amigo.geneontology.org/amigo/term/GO:0003866,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004764,shikimate 3-dehydrogenase (NADP+) activity,Catalysis of the reaction: shikimate + NADP+ = 3-dehydroshikimate + NADPH + H+. [EC:1.1.1.25],2,http://amigo.geneontology.org/amigo/term/GO:0004764,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004765,shikimate kinase activity,"Catalysis of the reaction: ATP + shikimate = 3-phosphoshikimate + ADP + 2 H+. [EC:2.7.1.71, RHEA:13121]",2,http://amigo.geneontology.org/amigo/term/GO:0004765,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000976,transcription cis-regulatory region binding,"Binding to a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon. [GOC:txnOH]",18,http://amigo.geneontology.org/amigo/term/GO:0000976,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",A DNA-binding transcription factor activity that represses or decreases the transcription of specific gene sets transcribed by RNA polymerase II. [GOC:txnOH-2018],44,http://amigo.geneontology.org/amigo/term/GO:0001227,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004016,adenylate cyclase activity,"Catalysis of the reaction: ATP = 3',5'-cyclic AMP + diphosphate. [EC:4.6.1.1]",2,http://amigo.geneontology.org/amigo/term/GO:0004016,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000146,microfilament motor activity,"A motor activity that generates movement along a microfilament, driven by ATP hydrolysis. [PMID:29716949]",5,http://amigo.geneontology.org/amigo/term/GO:0000146,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0032027,myosin light chain binding,Binding to a light chain of a myosin complex. [GOC:mah],3,http://amigo.geneontology.org/amigo/term/GO:0032027,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0032033,myosin II light chain binding,Binding to a light chain of a myosin II complex. [GOC:mah],2,http://amigo.geneontology.org/amigo/term/GO:0032033,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:1990856,methionyl-initiator methionine tRNA binding,"Binding to methionine-initator methionine tRNA. [GOC:hjd, ISBN:9781555810733]",3,http://amigo.geneontology.org/amigo/term/GO:1990856,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003688,DNA replication origin binding,"Binding to a DNA replication origin, a unique DNA sequence of a replicon at which DNA replication is initiated and proceeds bidirectionally or unidirectionally. [GOC:curators]",55,http://amigo.geneontology.org/amigo/term/GO:0003688,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0042132,"fructose 1,6-bisphosphate 1-phosphatase activity","Catalysis of the reaction: D-fructose 1,6-bisphosphate + H2O = D-fructose 6-phosphate + phosphate. [EC:3.1.3.11]",3,http://amigo.geneontology.org/amigo/term/GO:0042132,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004252,serine-type endopeptidase activity,"Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine). [GOC:mah, https://www.ebi.ac.uk/merops/about/glossary.shtml#CATTYPE]",21,http://amigo.geneontology.org/amigo/term/GO:0004252,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004657,proline dehydrogenase activity,Catalysis of the reaction: L-proline + acceptor = (S)-1-pyrroline-5-carboxylate + reduced acceptor. [RHEA:23784],3,http://amigo.geneontology.org/amigo/term/GO:0004657,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004822,isoleucine-tRNA ligase activity,"Catalysis of the reaction: L-isoleucine + ATP + tRNA(Ile) = L-isoleucyl-tRNA(Ile) + AMP + diphosphate + 2 H+. [EC:6.1.1.5, RHEA:11060]",5,http://amigo.geneontology.org/amigo/term/GO:0004822,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004148,dihydrolipoyl dehydrogenase activity,Catalysis of the reaction: protein N6-(dihydrolipoyl)lysine + NAD+ = protein N6-(lipoyl)lysine + NADH + H+. [EC:1.8.1.4],3,http://amigo.geneontology.org/amigo/term/GO:0004148,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004375,glycine dehydrogenase (decarboxylating) activity,Catalysis of the reaction: glycine + lipoylprotein = S-aminomethyldihydrolipoylprotein + CO2. [EC:1.4.4.2],5,http://amigo.geneontology.org/amigo/term/GO:0004375,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004591,oxoglutarate dehydrogenase (succinyl-transferring) activity,Catalysis of the reaction: 2-oxoglutarate + lipoamide = S-succinyldihydrolipoamide + CO2. [EC:1.2.4.2],6,http://amigo.geneontology.org/amigo/term/GO:0004591,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004738,pyruvate dehydrogenase activity,Catalysis of the oxidative decarboxylation of pyruvate. [ISBN:0716720094],1,http://amigo.geneontology.org/amigo/term/GO:0004738,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0016787,hydrolase activity,"Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. [ISBN:0198506732]",31,http://amigo.geneontology.org/amigo/term/GO:0016787,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003972,RNA ligase (ATP) activity,Catalysis of the reaction: ATP + ribonucleotide(n) + ribonucleotide(m) = AMP + diphosphate + ribonucleotide(n+m). [EC:6.5.1.3],3,http://amigo.geneontology.org/amigo/term/GO:0003972,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004113,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity","Catalysis of the reaction: nucleoside 2',3'-cyclic phosphate + H2O = nucleoside 2'-phosphate. [EC:3.1.4.37]",4,http://amigo.geneontology.org/amigo/term/GO:0004113,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0051730,GTP-dependent polyribonucleotide 5'-hydroxyl-kinase activity,Catalysis of the reaction: GTP + 5'-dephospho-RNA = GDP + 5'-phospho-RNA. [PMID:8428918],1,http://amigo.geneontology.org/amigo/term/GO:0051730,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",Catalysis of the reaction: 2'-deoxyribonucleoside diphosphate + thioredoxin disulfide + H2O = ribonucleoside diphosphate + thioredoxin. Thioredoxin disulfide is the oxidized form of thioredoxin. [EC:1.17.4.1],15,http://amigo.geneontology.org/amigo/term/GO:0004748,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0008198,ferrous iron binding,"Binding to a ferrous iron ion, Fe(II). [GOC:ai]",13,http://amigo.geneontology.org/amigo/term/GO:0008198,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003870,5-aminolevulinate synthase activity,"Catalysis of the reaction: glycine + H+ + succinyl-CoA = 5-aminolevulinate + CO2 + CoA. [EC:2.3.1.37, RHEA:12921]",5,http://amigo.geneontology.org/amigo/term/GO:0003870,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0015250,water channel activity,"Transport systems of this type enable facilitated diffusion of water (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. [GOC:mtg_transport, ISBN:0815340729]",8,http://amigo.geneontology.org/amigo/term/GO:0015250,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005351,carbohydrate:proton symporter activity,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: carbohydrate(out) + H+(out) = carbohydrate(in) + H+(in). [TC:2.A.1.1],25,http://amigo.geneontology.org/amigo/term/GO:0005351,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005363,maltose transmembrane transporter activity,"Enables the transfer of maltose from one side of a membrane to the other. Maltose is the disaccharide 4-O-alpha-D-glucopyranosyl-D-glucopyranose, an intermediate in the enzymatic breakdown of glycogen and starch. [GOC:mtg_transport, ISBN:0198506732, ISBN:0815340729]",2,http://amigo.geneontology.org/amigo/term/GO:0005363,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0015151,alpha-glucoside transmembrane transporter activity,"Enables the transfer of alpha-glucosides from one side of a membrane to the other. Alpha-glucosides are glycosides in which the sugar group is a glucose residue, and the anomeric carbon of the bond is in an alpha configuration. [GOC:jl, GOC:mtg_transport, http://www.biochem.purdue.edu/, ISBN:0198506732, ISBN:0815340729]",2,http://amigo.geneontology.org/amigo/term/GO:0015151,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005458,GDP-mannose transmembrane transporter activity,"Enables the transfer of a GDP-mannose from one side of a membrane to the other. GDP-mannose is a substance composed of mannose in glycosidic linkage with guanosine diphosphate. [GOC:ai, GOC:mtg_transport, ISBN:0815340729]",4,http://amigo.geneontology.org/amigo/term/GO:0005458,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0015297,antiporter activity,"Enables the active transport of a solute across a membrane by a mechanism whereby two or more species are transported in opposite directions in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy. The reaction is: solute A(out) + solute B(in) = solute A(in) + solute B(out). [GOC:mtg_transport, ISBN:0815340729, PMID:10839820]",18,http://amigo.geneontology.org/amigo/term/GO:0015297,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0042626,ATPase-coupled transmembrane transporter activity,"Primary active transporter of a solute across a membrane, via the reaction: ATP + H2O = ADP + phosphate, to directly drive the transport of a substance across a membrane. The transport protein may be transiently phosphorylated (P-type transporters), or not (ABC-type transporters and other families of transporters). Primary active transport occurs up the solute's concentration gradient and is driven by a primary energy source. [GOC:mtg_transport, ISBN:0815340729]",16,http://amigo.geneontology.org/amigo/term/GO:0042626,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0140359,ABC-type transporter activity,Primary active transporter characterized by two nucleotide-binding domains and two transmembrane domains. Uses the energy generated from ATP hydrolysis to drive the transport of a substance across a membrane. [PMID:26517899],13,http://amigo.geneontology.org/amigo/term/GO:0140359,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0097367,carbohydrate derivative binding,Binding to a carbohydrate derivative. [GOC:pr],4,http://amigo.geneontology.org/amigo/term/GO:0097367,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0022857,transmembrane transporter activity,"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other. [GOC:jid, GOC:mtg_transport, ISBN:0815340729]",38,http://amigo.geneontology.org/amigo/term/GO:0022857,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0018820,cyanamide hydratase activity,"Catalysis of the reaction: urea = cyanamide + H2O. [EC:4.2.1.69, RHEA:23056]",3,http://amigo.geneontology.org/amigo/term/GO:0018820,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0008566,mitochondrial protein-transporting ATPase activity,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O = ADP + phosphate; drives the transport of proteins into the mitochondrion via the mitochondrial inner membrane translocase complex. [EC:7.4.2.3],1,http://amigo.geneontology.org/amigo/term/GO:0008566,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004867,serine-type endopeptidase inhibitor activity,"Binds to and stops, prevents or reduces the activity of a serine-type endopeptidase. [GOC:ai]",2,http://amigo.geneontology.org/amigo/term/GO:0004867,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004556,alpha-amylase activity,Catalysis of the endohydrolysis of (1->4)-alpha-D-glucosidic linkages in polysaccharides containing three or more alpha-(1->4)-linked D-glucose units. [PMID:12527308],7,http://amigo.geneontology.org/amigo/term/GO:0004556,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004574,"oligo-1,6-glucosidase activity","Catalysis of the hydrolysis of (1->6)-alpha-D-glucosidic linkages in some oligosaccharides produced from starch and glycogen by alpha-amylase, and in isomaltose. Releases a free alpha-D-glucose. [EC:3.2.1.10]",9,http://amigo.geneontology.org/amigo/term/GO:0004574,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0046029,mannitol dehydrogenase activity,"Catalysis of the reaction: D-mannitol + NAD+ = D-mannose + H+ + NADH. [EC:1.1.1.255, RHEA:15029]",4,http://amigo.geneontology.org/amigo/term/GO:0046029,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0050086,mannitol 2-dehydrogenase activity,"Catalysis of the reaction: D-mannitol + NAD+ = D-fructose + NADH. [EC:1.1.1.67, MetaCyc:MANNITOL-2-DEHYDROGENASE-RXN]",4,http://amigo.geneontology.org/amigo/term/GO:0050086,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004386,helicase activity,"Catalysis of the reaction: ATP + H2O = ADP + phosphate, to drive the unwinding of a DNA or RNA helix. [GOC:jl]",31,http://amigo.geneontology.org/amigo/term/GO:0004386,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004067,asparaginase activity,Catalysis of the reaction: L-asparagine + H2O = L-aspartate + NH3. [EC:3.5.1.1],13,http://amigo.geneontology.org/amigo/term/GO:0004067,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0016209,antioxidant activity,"Inhibition of the reactions brought about by dioxygen (O2) or peroxides. Usually the antioxidant is effective because it can itself be more easily oxidized than the substance protected. The term is often applied to components that can trap free radicals, thereby breaking the chain reaction that normally leads to extensive biological damage. [ISBN:0198506732]",2,http://amigo.geneontology.org/amigo/term/GO:0016209,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0046870,cadmium ion binding,Binding to a cadmium ion (Cd). [GOC:ai],2,http://amigo.geneontology.org/amigo/term/GO:0046870,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003714,transcription corepressor activity,"A transcription coregulator activity that represses or decreases the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Corepressors often act by altering chromatin structure and modifications. For example, one class of transcription corepressors modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators. [GOC:txnOH-2018, PMID:10213677, PMID:16858867]",42,http://amigo.geneontology.org/amigo/term/GO:0003714,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0008186,"ATP-dependent activity, acting on RNA","Catalysis of the reaction: ATP + H2O = ADP + phosphate; this reaction requires the presence of RNA, and it drives another reaction. [GOC:jl]",16,http://amigo.geneontology.org/amigo/term/GO:0008186,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0047536,2-aminoadipate transaminase activity,"Catalysis of the reaction: 2-oxoglutarate + L-2-aminoadipate = 2-oxoadipate + L-glutamate. [EC:2.6.1.39, RHEA:12601]",7,http://amigo.geneontology.org/amigo/term/GO:0047536,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
