annotation_id,annotation_name,annotation_description,size,linkout,date_download,go_download_link
GO:0030136,clathrin-coated vesicle,"A vesicle with a coat formed of clathrin connected to the membrane via one of the clathrin adaptor complexes. [GOC:mah, PMID:11252894]",70,http://amigo.geneontology.org/amigo/term/GO:0030136,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0098685,Schaffer collateral - CA1 synapse,A synapse between the Schaffer collateral axon of a CA3 pyramidal cell and a CA1 pyramidal cell. [PMID:16399689],96,http://amigo.geneontology.org/amigo/term/GO:0098685,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0031093,platelet alpha granule lumen,"The volume enclosed by the membrane of the platelet alpha granule. [GOC:mah, PMID:8467233]",69,http://amigo.geneontology.org/amigo/term/GO:0031093,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0043679,axon terminus,"Terminal inflated portion of the axon, containing the specialized apparatus necessary to release neurotransmitters. The axon terminus is considered to be the whole region of thickening and the terminal button is a specialized region of it. [GOC:dph, GOC:jl]",57,http://amigo.geneontology.org/amigo/term/GO:0043679,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0031982,vesicle,"Any small, fluid-filled, spherical organelle enclosed by membrane. [GOC:mah, GOC:pz, GOC:vesicles]",176,http://amigo.geneontology.org/amigo/term/GO:0031982,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005852,eukaryotic translation initiation factor 3 complex,"A complex of several polypeptides that plays at least two important roles in protein synthesis: First, eIF3 binds to the 40S ribosome and facilitates loading of the Met-tRNA/eIF2.GTP ternary complex to form the 43S preinitiation complex. Subsequently, eIF3 apparently assists eIF4 in recruiting mRNAs to the 43S complex. The eIF3 complex contains five conserved core subunits, and may contain several additional proteins; the non-core subunits are thought to mediate association of the complex with specific sets of mRNAs. [PMID:15904532]",78,http://amigo.geneontology.org/amigo/term/GO:0005852,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0009898,cytoplasmic side of plasma membrane,"The leaflet the plasma membrane that faces the cytoplasm and any proteins embedded or anchored in it or attached to its surface. [GOC:dos, GOC:tb]",86,http://amigo.geneontology.org/amigo/term/GO:0009898,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005891,voltage-gated calcium channel complex,A protein complex that forms a transmembrane channel through which calcium ions may pass in response to changes in membrane potential. [GOC:mah],49,http://amigo.geneontology.org/amigo/term/GO:0005891,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0120001,apical plasma membrane urothelial plaque,"A scallop-shaped plaque, also referred to as an asymmetric unit membrane (AUM), found in the apical plasma membrane of urothelial superficial (umbrella) cells which form a a barrier to the passage of water and soluble toxic compounds found in urine. The plaques are thickened regions of membrane composed of uroplakin transmembrane proteins which form a crystalline array. [GOC:krc, PMID:21468280, PMID:21887288]",3,http://amigo.geneontology.org/amigo/term/GO:0120001,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0016605,PML body,"A class of nuclear body; they react against SP100 auto-antibodies (PML, promyelocytic leukemia); cells typically contain 10-30 PML bodies per nucleus; alterations in the localization of PML bodies occurs after viral infection. [GOC:ma, PMID:10944585]",148,http://amigo.geneontology.org/amigo/term/GO:0016605,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0033391,chromatoid body,"A ribonucleoprotein complex found in the cytoplasm of male germ cells, composed of exceedingly thin filaments that are consolidated into a compact mass or into dense strands of varying thickness that branch to form an irregular network. Contains mRNAs, miRNAs, and protein components involved in miRNA processing (such as Argonaute proteins and the endonuclease Dicer) and in RNA decay (such as the decapping enzyme DCP1a and GW182). [PMID:17183363]",12,http://amigo.geneontology.org/amigo/term/GO:0033391,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:1990513,CLOCK-BMAL transcription complex,"Transcription factor complex which interacts with E-box regulatory elements in target genes, including Period (Per1, Per2, Per3) and Cryptochrome (Cry1, Cry2), to activate their transcription during the daytime. The CRY-PER complexes inhibit CLOCK-BMAL1-driven transcription in a negative feedback loop to generate circadian rhythms. [GOC:bhm, PMID:23229515]",7,http://amigo.geneontology.org/amigo/term/GO:1990513,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005943,"phosphatidylinositol 3-kinase complex, class IA","A class I phosphatidylinositol 3-kinase complex that possesses 1-phosphatidylinositol-4-phosphate 3-kinase activity; comprises a catalytic class IA phosphoinositide 3-kinase (PI3K) subunit and an associated SH2 domain-containing regulatory subunit that is a member of a family of related proteins often called p85 proteins. Through the interaction with the SH2-containing adaptor subunits, Class IA PI3K catalytic subunits are linked to tyrosine kinase signaling pathways. [PMID:9255069, PMID:9759495]",22,http://amigo.geneontology.org/amigo/term/GO:0005943,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005942,phosphatidylinositol 3-kinase complex,"A protein complex capable of phosphatidylinositol 3-kinase activity and containing subunits of any phosphatidylinositol 3-kinase (PI3K) enzyme. These complexes are divided in three classes (called I, II and III) that differ for their presence across taxonomic groups and for the type of their constituents. Catalytic subunits of phosphatidylinositol 3-kinase enzymes are present in all 3 classes; regulatory subunits of phosphatidylinositol 3-kinase enzymes are present in classes I and III; adaptor proteins have been observed in class II complexes and may be present in other classes too. [GOC:bf, PMID:24587488]",24,http://amigo.geneontology.org/amigo/term/GO:0005942,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005967,mitochondrial pyruvate dehydrogenase complex,"Complex that carries out the oxidative decarboxylation of pyruvate to form acetyl-CoA in eukaryotes; includes subunits possessing three catalytic activities: pyruvate dehydrogenase (E1), dihydrolipoamide S-acetyltransferase (E2), and dihydrolipoamide dehydrogenase (E3). The This Eukaryotic form usually contains more subunits than its bacterial counterpart; for example, one known complex contains 30 E1 dimers, 60 E2 monomers, and 6 E3 dimers as well as a few copies of pyruvate dehydrogenase kinase and pyruvate dehydrogenase phosphatase. [GOC:mtg_sensu, ISBN:0471331309, ISBN:0716720094]",14,http://amigo.geneontology.org/amigo/term/GO:0005967,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0045254,pyruvate dehydrogenase complex,"Complex that carries out the oxidative decarboxylation of pyruvate to form acetyl-CoA; comprises subunits possessing three catalytic activities: pyruvate dehydrogenase (E1), dihydrolipoamide S-acetyltransferase (E2), and dihydrolipoamide dehydrogenase (E3). [ISBN:0716720094]",10,http://amigo.geneontology.org/amigo/term/GO:0045254,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0120216,matrilin complex,"A cartilage extracellular matrix complex that mediates interactions between major components of the extracellular matrix such as collagens and proteoglycans and contributes to their fibrillar network. Exists as an obligate homotrimer. [GOC:bhm, PMID:10367731, PMID:15075323, PMID:9699631]",4,http://amigo.geneontology.org/amigo/term/GO:0120216,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0035580,specific granule lumen,"The volume enclosed by the membrane of a specific granule, a granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase. [GOC:bf, PMID:7334549]",62,http://amigo.geneontology.org/amigo/term/GO:0035580,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:1904724,tertiary granule lumen,"Any membrane-enclosed lumen that is part of a tertiary granule. [GO_REF:0000064, GOC:TermGenie, PMID:23650620]",55,http://amigo.geneontology.org/amigo/term/GO:1904724,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030478,actin cap,"Polarized accumulation of cytoskeletal proteins (including F-actin) and regulatory proteins in a cell. An example of this is the actin cap found in Saccharomyces cerevisiae. [GOC:mah, PMID:21494665]",4,http://amigo.geneontology.org/amigo/term/GO:0030478,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030666,endocytic vesicle membrane,The lipid bilayer surrounding an endocytic vesicle. [GOC:mah],113,http://amigo.geneontology.org/amigo/term/GO:0030666,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0042734,presynaptic membrane,"A specialized area of membrane of the axon terminal that faces the plasma membrane of the neuron or muscle fiber with which the axon terminal establishes a synaptic junction; many synaptic junctions exhibit structural presynaptic characteristics, such as conical, electron-dense internal protrusions, that distinguish it from the remainder of the axon plasma membrane. [GOC:jl, ISBN:0815316194]",135,http://amigo.geneontology.org/amigo/term/GO:0042734,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005643,nuclear pore,"A protein complex providing a discrete opening in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. [ISBN:0198547684]",140,http://amigo.geneontology.org/amigo/term/GO:0005643,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0042645,mitochondrial nucleoid,The region of a mitochondrion to which the DNA is confined. [GOC:jl],55,http://amigo.geneontology.org/amigo/term/GO:0042645,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0000118,histone deacetylase complex,A protein complex that possesses histone deacetylase activity. [GOC:mah],50,http://amigo.geneontology.org/amigo/term/GO:0000118,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0061574,ASAP complex,"A protein complex involved in regulation of mRNA processing and apoptosis. It binds to RNA in a sequence-independent manner and is recruited to the EJC prior to or during the splicing process. In humans the core proteins are RNPS1, SAP18 and ACIN1. [GOC:dph, PMID:12665594, PMID:16314458, PMID:22388736]",6,http://amigo.geneontology.org/amigo/term/GO:0061574,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0097431,mitotic spindle pole,"Either of the ends of a mitotic spindle, a spindle that forms as part of mitosis, where spindle microtubules are organized; usually contains a microtubule organizing center and accessory molecules, spindle microtubules and astral microtubules. [GOC:vw]",61,http://amigo.geneontology.org/amigo/term/GO:0097431,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:1990023,mitotic spindle midzone,"The area in the center of the anaphase spindle consisting of microtubules, microtubule bundling factors and kinesin motors where the spindle microtubules from opposite poles overlap in an antiparallel manner. [GOC:mtg_cell_cycle, GOC:vw]",16,http://amigo.geneontology.org/amigo/term/GO:1990023,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0099073,mitochondrion-derived vesicle,"A vesicle derived via budding from a mitochondrion. These vesicles often contain inner membrane and, much more rarely, cristae. [GOC:bc, GOC:pad, GOC:PARL-UCL, PMID:18207745, PMID:20619655, PMID:22226745, PMID:23300790]",3,http://amigo.geneontology.org/amigo/term/GO:0099073,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005905,clathrin-coated pit,"A part of the endomembrane system in the form of an invagination of a membrane upon which a clathrin coat forms, and that can be converted by vesicle budding into a clathrin-coated vesicle. Coated pits form on the plasma membrane, where they are involved in receptor-mediated selective transport of many proteins and other macromolecules across the cell membrane, in the trans-Golgi network, and on some endosomes. [GOC:mah, ISBN:0198506732, NIF_Subcellular:sao1969557946, PMID:10559856, PMID:17284835]",69,http://amigo.geneontology.org/amigo/term/GO:0005905,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0001741,XY body,"A structure found in a male mammalian spermatocyte containing an unpaired X chromosome that has become densely heterochromatic, silenced and localized at the nuclear periphery. [GOC:hjd, GOC:mr, PMID:20622855, Wikipedia:XY_sex-determination_system]",15,http://amigo.geneontology.org/amigo/term/GO:0001741,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0120098,procentriole,"A cellular structure that is the site of a developing centriole, which will become a microtubule organizing center. During the canonical pathway of centriole duplication that occurs during the cell division cycle, procentrioles grow at the proximal ends of both mother and daughter centrioles. In the newly divided cells, the original mother and daughter centrioles become mother centrioles while the procentrioles become the new daughter centrioles. Procentrioles can also arise from de novo pathways that occur in multiciliated cells. In ciliated epithelial cells, numerous procentrioles arise form electron dense material referred to as fibrous granules and deuterosomes. The pathway of procentriole formation in multiciliated protists appears to be similar to that in mammalian multiciliated epithelium. In sperm of primative land plants, multiple procentrioles are formed from a blepharoplast giving rise to multicilated sperm cells. [GOC:bhm, GOC:krc, PMID:18620859, PMID:21289083, PMID:25047614]",3,http://amigo.geneontology.org/amigo/term/GO:0120098,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0120099,procentriole replication complex,"A protein complex that acts as a chaperone or scaffold for centriolar proteins during the maturation of the procentriole. Some of its members may become integrated into the growing centriole. Examples are the CPAP(CENPJ)-STIL complex, CEP192-PLK4 complex or CEP152-PLK4 complex in vertebrates. [GOC:bhm, PMID:17576815, PMID:18207742, PMID:21059844, PMID:22020124, PMID:24997597]",6,http://amigo.geneontology.org/amigo/term/GO:0120099,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0099012,neuronal dense core vesicle membrane,The lipid bilayer surrounding a neuronal dense core vesicle. [GOC:dos],3,http://amigo.geneontology.org/amigo/term/GO:0099012,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:1990769,proximal neuron projection,The portion of an axon or dendrite that is close to the neuronal cell body. [PMID:21104189],5,http://amigo.geneontology.org/amigo/term/GO:1990769,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0016528,sarcoplasm,The cytoplasm of a muscle cell; includes the sarcoplasmic reticulum. [ISBN:0198547684],16,http://amigo.geneontology.org/amigo/term/GO:0016528,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030133,transport vesicle,"Any of the vesicles of the constitutive secretory pathway, which carry cargo from the endoplasmic reticulum to the Golgi, between Golgi cisternae, from the Golgi to the ER (retrograde transport) or to destinations within or outside the cell. [GOC:mah, PMID:22160157]",213,http://amigo.geneontology.org/amigo/term/GO:0030133,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030139,endocytic vesicle,"A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting. [GOC:go_curators, PMID:19696797]",76,http://amigo.geneontology.org/amigo/term/GO:0030139,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0035577,azurophil granule membrane,"The lipid bilayer surrounding an azurophil granule, a primary lysosomal granule found in neutrophil granulocytes that contains a wide range of hydrolytic enzymes and is released into the extracellular fluid. [GOC:bf, PMID:17152095]",61,http://amigo.geneontology.org/amigo/term/GO:0035577,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0043202,lysosomal lumen,"The volume enclosed within the lysosomal membrane. [GOC:jl, PMID:15213228]",215,http://amigo.geneontology.org/amigo/term/GO:0043202,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0035631,CD40 receptor complex,"A protein complex that contains at least CD40 (a cell surface receptor of the tumour necrosis factor receptor (TNFR) superfamily), and other signaling molecules. [GOC:BHF, PMID:20614026, PMID:9221764]",12,http://amigo.geneontology.org/amigo/term/GO:0035631,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030867,rough endoplasmic reticulum membrane,The lipid bilayer surrounding the rough endoplasmic reticulum. [GOC:mah],10,http://amigo.geneontology.org/amigo/term/GO:0030867,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0000145,exocyst,"A protein complex peripherally associated with the plasma membrane that determines where vesicles dock and fuse. At least eight complex components are conserved between yeast and mammals. [GOC:cilia, PMID:15292201, PMID:27243008, PMID:9700152]",27,http://amigo.geneontology.org/amigo/term/GO:0000145,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0008023,transcription elongation factor complex,Any protein complex that interacts with RNA polymerase II to increase (positive transcription elongation factor) or reduce (negative transcription elongation factor) the rate of transcription elongation. [GOC:jl],35,http://amigo.geneontology.org/amigo/term/GO:0008023,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005751,mitochondrial respiratory chain complex IV,"A protein complex located in the mitochondrial inner membrane that forms part of the mitochondrial respiratory chain. Contains the 13 polypeptide subunits of cytochrome c oxidase, including cytochrome a and cytochrome a3. Catalyzes the oxidation of reduced cytochrome c by dioxygen (O2). [GOC:mtg_sensu, ISBN:0198547684]",37,http://amigo.geneontology.org/amigo/term/GO:0005751,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0008541,"proteasome regulatory particle, lid subcomplex","The subcomplex of the proteasome regulatory particle that forms the peripheral lid, which is added on top of the base subcomplex. [GOC:rb]",9,http://amigo.geneontology.org/amigo/term/GO:0008541,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0031597,cytosolic proteasome complex,"A proteasome complex found in the cytosol of a cell. [GOC:mah, GOC:mtg_sensu]",4,http://amigo.geneontology.org/amigo/term/GO:0031597,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0033268,node of Ranvier,An axon part that is a gap in the myelin where voltage-gated sodium channels cluster and saltatory conduction is executed. [GOC:mh],20,http://amigo.geneontology.org/amigo/term/GO:0033268,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0043196,varicosity,"Non-terminal inflated portion of the axon, containing the specialized apparatus necessary to release neurotransmitters. [GOC:nln]",7,http://amigo.geneontology.org/amigo/term/GO:0043196,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0044300,cerebellar mossy fiber,"An axon arising from cerebellar projecting cells in the cochlea, vestibular nuclei, spinal cord, reticular formation, cerebellar nuclei and basilar pontine nuclei. Mossy fibers enter through all three cerebellar peduncles and send collaterals to the deep cerebellar nuclei, then branch in the white matter and terminate in the granule cell layer. Through this branching, a given mossy fiber can innervate several folia. Mossy fibers synapse on granule cells. The synaptic contacts are made at enlargements along the length of the mossy fiber called mossy fiber rosettes. The enlargements of the rosettes give the axons a mossy-looking appearance in Golgi stained preparations. [NIF_Subcellular:nlx_subcell_20090209]",7,http://amigo.geneontology.org/amigo/term/GO:0044300,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0090571,RNA polymerase II transcription repressor complex,"A protein complex, located in the nucleus, that possesses activity that prevents or downregulates transcription from a RNA polymerase II promoter. [GOC:tb]",9,http://amigo.geneontology.org/amigo/term/GO:0090571,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0098850,extrinsic component of synaptic vesicle membrane,"The component of the synaptic vesicle membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region. [GOC:dos]",11,http://amigo.geneontology.org/amigo/term/GO:0098850,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0060987,lipid tube,"A macromolecular complex that contains a tube of lipid surrounded by a protein coat. [GOC:ascb_2009, GOC:dph, GOC:tb]",1,http://amigo.geneontology.org/amigo/term/GO:0060987,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030864,cortical actin cytoskeleton,"The portion of the actin cytoskeleton, comprising filamentous actin and associated proteins, that lies just beneath the plasma membrane. [GOC:mah]",60,http://amigo.geneontology.org/amigo/term/GO:0030864,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005911,cell-cell junction,"A cell junction that forms a connection between two or more cells of an organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects. [GOC:aruk, GOC:bc, GOC:dgh, GOC:hb, GOC:mah, PMID:21422226, PMID:28096264]",216,http://amigo.geneontology.org/amigo/term/GO:0005911,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0033270,paranode region of axon,"An axon part that is located adjacent to the nodes of Ranvier and surrounded by lateral loop portions of myelin sheath. [GOC:mah, GOC:mh, NIF_Subcellular:sao936144858]",15,http://amigo.geneontology.org/amigo/term/GO:0033270,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0043220,Schmidt-Lanterman incisure,"Regions within compact myelin in which the cytoplasmic faces of the enveloping myelin sheath are not tightly juxtaposed, and include cytoplasm from the cell responsible for making the myelin. Schmidt-Lanterman incisures occur in the compact myelin internode, while lateral loops are analogous structures found in the paranodal region adjacent to the nodes of Ranvier. [GOC:dgh]",14,http://amigo.geneontology.org/amigo/term/GO:0043220,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0043657,host cell,A cell within a host organism. Includes the host plasma membrane and any external encapsulating structures such as the host cell wall and cell envelope. [GOC:jl],11,http://amigo.geneontology.org/amigo/term/GO:0043657,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:1990907,beta-catenin-TCF complex,"A protein complex that contains beta-catenin and a member of the T-cell factor (TCF)/lymphoid enhancer binding factor (LEF) family of transcription factors. [GOC:bf, GOC:PARL, PMID:11751639, PMID:16936075, PMID:20123964, PMID:21075118, PMID:9419974]",21,http://amigo.geneontology.org/amigo/term/GO:1990907,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0045177,apical part of cell,"The region of a polarized cell that forms a tip or is distal to a base. For example, in a polarized epithelial cell, the apical region has an exposed surface and lies opposite to the basal lamina that separates the epithelium from other tissue. [GOC:mah, ISBN:0815316194]",76,http://amigo.geneontology.org/amigo/term/GO:0045177,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030687,"preribosome, large subunit precursor","A preribosomal complex consisting of 27SA, 27SB, and/or 7S pre-rRNA, 5S rRNA, ribosomal proteins including late-associating large subunit proteins, and associated proteins; a precursor of the eukaryotic cytoplasmic large ribosomal subunit. [PMID:10567516]",20,http://amigo.geneontology.org/amigo/term/GO:0030687,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0070545,PeBoW complex,"A protein complex that is involved in coordinating ribosome biogenesis with cell cycle progression. In human, it is composed of Pes1, Bop1, and WDR12; in Saccharomyces the proteins are known as Nop7p, Erb1 and Ytm1 respectively. [GOC:ab, GOC:mah, PMID:16043514, PMID:17353269]",12,http://amigo.geneontology.org/amigo/term/GO:0070545,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0035578,azurophil granule lumen,"The volume enclosed by the membrane of an azurophil granule, a primary lysosomal granule found in neutrophil granulocytes that contains a wide range of hydrolytic enzymes and is released into the extracellular fluid. [GOC:bf, PMID:17152095]",94,http://amigo.geneontology.org/amigo/term/GO:0035578,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:1903561,extracellular vesicle,"Any vesicle that is part of the extracellular region. [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]",59,http://amigo.geneontology.org/amigo/term/GO:1903561,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005895,interleukin-5 receptor complex,"A protein complex that binds interleukin-3; comprises an alpha and a beta subunit. The alpha chain is specific to the interleukin-5 receptor, whereas the beta chain is shared with the receptors for granulocyte-macrophage colony-stimulating factor and interleukin-3. [GOC:mah, PMID:11312115, PMID:11839579]",1,http://amigo.geneontology.org/amigo/term/GO:0005895,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0034457,Mpp10 complex,"A protein complex that forms a subcomplex of the 90S preribosome. In S. cerevisiae, it is composed of Mpp10p, Imp3p and Imp4p. [GOC:mah, PMID:17515605]",8,http://amigo.geneontology.org/amigo/term/GO:0034457,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005732,sno(s)RNA-containing ribonucleoprotein complex,"A ribonucleoprotein complex that contains an RNA molecule of the snoRNA family and associated proteins. Many are involved in a step of processing of rRNA molecules: cleavage, 2'-O-methylation, or pseudouridylation, but other RNA types can be targets as well. The majority fall into one of two classes, box C/D type or box H/ACA type, which are conserved across eukaryotes and archaea. Other members include the telomerase RNA and the ribonuclease MRP RNA. [GOC:krc, GOC:mah, ISBN:0879695897, PMID:17284456]",10,http://amigo.geneontology.org/amigo/term/GO:0005732,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0032040,small-subunit processome,"A large ribonucleoprotein complex that is an early preribosomal complex. In S. cerevisiae, it has a size of 80S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins. [GOC:krc, GOC:vw, PMID:12068309, PMID:12957375, PMID:15120992, PMID:15590835]",101,http://amigo.geneontology.org/amigo/term/GO:0032040,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0031428,box C/D RNP complex,"A ribonucleoprotein complex containing a box C/D type RNA that can carry out ribose-2'-O-methylation of target RNAs. Box C/D type RNAs are widespread in eukaryotes and in Archaea, suggesting that an RNA-based guide mechanism for directing specific RNA 2'-O-ribose methylations was present in the common ancestor of Archaea and Eukarya. [ISBN:0879695897, PMID:11842104, PMID:17284456]",13,http://amigo.geneontology.org/amigo/term/GO:0031428,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0070761,pre-snoRNP complex,"A ribonucleoprotein complex that contains a precursor small nucleolar RNA (pre-snoRNA) and associated proteins, and forms during small nucleolar ribonucleoprotein complex (snoRNP) assembly. Pre-snoRNP complexes may contain proteins not found in the corresponding mature snoRNP complexes. [GOC:BHF, GOC:mah, GOC:rl, PMID:17636026, PMID:17709390]",8,http://amigo.geneontology.org/amigo/term/GO:0070761,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0072559,NLRP3 inflammasome complex,"An inflammasome complex that consists of three components, NLRP3 (NALP3), PYCARD and caspase-1. It is activated upon exposure to whole pathogens, as well as a number of structurally diverse pathogen- and danger-associated molecular patterns (PAMPs and DAMPs) and environmental irritants. Whole pathogens demonstrated to activate the NLRP3 inflammasome complex include the fungi Candida albicans and Saccharomyces cerevisiae, bacteria that produce pore-forming toxins, including Listeria monocytogenes and Staphylococcus aureus, and viruses such as Sendai virus, adenovirus, and influenza virus. [GOC:add, GOC:BHF, GOC:vp, PMID:20303873]",16,http://amigo.geneontology.org/amigo/term/GO:0072559,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005884,actin filament,"A filamentous structure formed of a two-stranded helical polymer of the protein actin and associated proteins. Actin filaments are a major component of the contractile apparatus of skeletal muscle and the microfilaments of the cytoskeleton of eukaryotic cells. The filaments, comprising polymerized globular actin molecules, appear as flexible structures with a diameter of 5-9 nm. They are organized into a variety of linear bundles, two-dimensional networks, and three dimensional gels. In the cytoskeleton they are most highly concentrated in the cortex of the cell just beneath the plasma membrane. [GOC:mah, ISBN:0198506732, PMID:10666339]",96,http://amigo.geneontology.org/amigo/term/GO:0005884,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0036057,slit diaphragm,"A specialized cell-cell junction found between the interdigitating foot processes of the glomerular epithelium (the podocytes) in the vertebrate kidney, which is adapted for facilitating glomerular filtration. [GOC:mtg_kidney_jan10, GOC:rph, PMID:12386277, PMID:15994232, PMID:18971929, PMID:19478094]",8,http://amigo.geneontology.org/amigo/term/GO:0036057,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0031232,extrinsic component of external side of plasma membrane,"The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to its external surface, but not integrated into the hydrophobic region. [GOC:dos, GOC:mah]",4,http://amigo.geneontology.org/amigo/term/GO:0031232,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:1905370,serine-type endopeptidase complex,"A protein complex which is capable of serine-type endopeptidase activity. [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:1689240]",11,http://amigo.geneontology.org/amigo/term/GO:1905370,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
