annotation_id,annotation_name,size,linkout,date_download,annotation_description,go_download_link
R-HSA-9707616,Heme signaling,50,https://reactome.org/PathwayBrowser/#/R-HSA-9707616,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,107,https://reactome.org/PathwayBrowser/#/R-HSA-975138,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-975155,MyD88 dependent cascade initiated on endosome,108,https://reactome.org/PathwayBrowser/#/R-HSA-975155,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-975163,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,15,https://reactome.org/PathwayBrowser/#/R-HSA-975163,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-1428517,The citric acid (TCA) cycle and respiratory electron transport,182,https://reactome.org/PathwayBrowser/#/R-HSA-1428517,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",127,https://reactome.org/PathwayBrowser/#/R-HSA-163200,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-611105,Respiratory electron transport,103,https://reactome.org/PathwayBrowser/#/R-HSA-611105,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-6799198,Complex I biogenesis,57,https://reactome.org/PathwayBrowser/#/R-HSA-6799198,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-1630316,Glycosaminoglycan metabolism,136,https://reactome.org/PathwayBrowser/#/R-HSA-1630316,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-2142845,Hyaluronan metabolism,17,https://reactome.org/PathwayBrowser/#/R-HSA-2142845,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-2142850,Hyaluronan biosynthesis and export,5,https://reactome.org/PathwayBrowser/#/R-HSA-2142850,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-3371378,Regulation by c-FLIP,11,https://reactome.org/PathwayBrowser/#/R-HSA-3371378,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-5213460,RIPK1-mediated regulated necrosis,35,https://reactome.org/PathwayBrowser/#/R-HSA-5213460,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-5218859,Regulated Necrosis,62,https://reactome.org/PathwayBrowser/#/R-HSA-5218859,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-5218900,CASP8 activity is inhibited,12,https://reactome.org/PathwayBrowser/#/R-HSA-5218900,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,44,https://reactome.org/PathwayBrowser/#/R-HSA-5633008,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-5675482,Regulation of necroptotic cell death,33,https://reactome.org/PathwayBrowser/#/R-HSA-5675482,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,12,https://reactome.org/PathwayBrowser/#/R-HSA-6803211,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-69416,Dimerization of procaspase-8,11,https://reactome.org/PathwayBrowser/#/R-HSA-69416,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-75158,TRAIL  signaling,8,https://reactome.org/PathwayBrowser/#/R-HSA-75158,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-420499,Class C/3 (Metabotropic glutamate/pheromone receptors),40,https://reactome.org/PathwayBrowser/#/R-HSA-420499,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-373076,Class A/1 (Rhodopsin-like receptors),333,https://reactome.org/PathwayBrowser/#/R-HSA-373076,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-375276,Peptide ligand-binding receptors,198,https://reactome.org/PathwayBrowser/#/R-HSA-375276,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,64,https://reactome.org/PathwayBrowser/#/R-HSA-174084,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,60,https://reactome.org/PathwayBrowser/#/R-HSA-187577,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-453279,Mitotic G1 phase and G1/S transition,171,https://reactome.org/PathwayBrowser/#/R-HSA-453279,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-68867,Assembly of the pre-replicative complex,125,https://reactome.org/PathwayBrowser/#/R-HSA-68867,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-69002,DNA Replication Pre-Initiation,142,https://reactome.org/PathwayBrowser/#/R-HSA-69002,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-69202,Cyclin E associated events during G1/S transition ,83,https://reactome.org/PathwayBrowser/#/R-HSA-69202,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-69206,G1/S Transition,145,https://reactome.org/PathwayBrowser/#/R-HSA-69206,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,85,https://reactome.org/PathwayBrowser/#/R-HSA-69656,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-8878159,Transcriptional regulation by RUNX3,110,https://reactome.org/PathwayBrowser/#/R-HSA-8878159,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-8941858,Regulation of RUNX3 expression and activity,55,https://reactome.org/PathwayBrowser/#/R-HSA-8941858,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-9013694,Signaling by NOTCH4,90,https://reactome.org/PathwayBrowser/#/R-HSA-9013694,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-9604323,Negative regulation of NOTCH4 signaling,56,https://reactome.org/PathwayBrowser/#/R-HSA-9604323,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-9759194,Nuclear events mediated by NFE2L2,79,https://reactome.org/PathwayBrowser/#/R-HSA-9759194,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,52,https://reactome.org/PathwayBrowser/#/R-HSA-9762114,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,35,https://reactome.org/PathwayBrowser/#/R-HSA-532668,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-901032,ER Quality Control Compartment (ERQC),21,https://reactome.org/PathwayBrowser/#/R-HSA-901032,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-901042,Calnexin/calreticulin cycle,26,https://reactome.org/PathwayBrowser/#/R-HSA-901042,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-201451,Signaling by BMP,28,https://reactome.org/PathwayBrowser/#/R-HSA-201451,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-9006936,Signaling by TGFB family members,156,https://reactome.org/PathwayBrowser/#/R-HSA-9006936,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-1500931,Cell-Cell communication,140,https://reactome.org/PathwayBrowser/#/R-HSA-1500931,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-391160,Signal regulatory protein family interactions,18,https://reactome.org/PathwayBrowser/#/R-HSA-391160,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-3299685,Detoxification of Reactive Oxygen Species,42,https://reactome.org/PathwayBrowser/#/R-HSA-3299685,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-6803544,Ion influx/efflux at host-pathogen interface,4,https://reactome.org/PathwayBrowser/#/R-HSA-6803544,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),53,https://reactome.org/PathwayBrowser/#/R-HSA-456926,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-170834,Signaling by TGF-beta Receptor Complex,122,https://reactome.org/PathwayBrowser/#/R-HSA-170834,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,93,https://reactome.org/PathwayBrowser/#/R-HSA-201722,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,65,https://reactome.org/PathwayBrowser/#/R-HSA-2173793,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,42,https://reactome.org/PathwayBrowser/#/R-HSA-2173796,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,42,https://reactome.org/PathwayBrowser/#/R-HSA-3769402,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),124,https://reactome.org/PathwayBrowser/#/R-HSA-381426,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-8957275,Post-translational protein phosphorylation,107,https://reactome.org/PathwayBrowser/#/R-HSA-8957275,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-2559580,Oxidative Stress Induced Senescence,95,https://reactome.org/PathwayBrowser/#/R-HSA-2559580,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-2559583,Cellular Senescence,174,https://reactome.org/PathwayBrowser/#/R-HSA-2559583,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-3899300,SUMOylation of transcription cofactors,46,https://reactome.org/PathwayBrowser/#/R-HSA-3899300,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-4655427,SUMOylation of DNA methylation proteins,18,https://reactome.org/PathwayBrowser/#/R-HSA-4655427,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,37,https://reactome.org/PathwayBrowser/#/R-HSA-8939243,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-8943724,Regulation of PTEN gene transcription,96,https://reactome.org/PathwayBrowser/#/R-HSA-8943724,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-9609523,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,38,https://reactome.org/PathwayBrowser/#/R-HSA-9609523,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-112382,Formation of RNA Pol II elongation complex ,58,https://reactome.org/PathwayBrowser/#/R-HSA-112382,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-113418,Formation of the Early Elongation Complex,33,https://reactome.org/PathwayBrowser/#/R-HSA-113418,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167152,Formation of HIV elongation complex in the absence of HIV Tat,45,https://reactome.org/PathwayBrowser/#/R-HSA-167152,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167158,Formation of the HIV-1 Early Elongation Complex,33,https://reactome.org/PathwayBrowser/#/R-HSA-167158,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167160,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,27,https://reactome.org/PathwayBrowser/#/R-HSA-167160,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167169,HIV Transcription Elongation,68,https://reactome.org/PathwayBrowser/#/R-HSA-167169,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167172,Transcription of the HIV genome,95,https://reactome.org/PathwayBrowser/#/R-HSA-167172,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167200,Formation of HIV-1 elongation complex containing HIV-1 Tat,68,https://reactome.org/PathwayBrowser/#/R-HSA-167200,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167238,Pausing and recovery of Tat-mediated HIV elongation,32,https://reactome.org/PathwayBrowser/#/R-HSA-167238,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167242,Abortive elongation of HIV-1 transcript in the absence of Tat,23,https://reactome.org/PathwayBrowser/#/R-HSA-167242,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167243,Tat-mediated HIV elongation arrest and recovery,32,https://reactome.org/PathwayBrowser/#/R-HSA-167243,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167246,Tat-mediated elongation of the HIV-1 transcript,68,https://reactome.org/PathwayBrowser/#/R-HSA-167246,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167287,HIV elongation arrest and recovery,33,https://reactome.org/PathwayBrowser/#/R-HSA-167287,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167290,Pausing and recovery of HIV elongation,33,https://reactome.org/PathwayBrowser/#/R-HSA-167290,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-674695,RNA Polymerase II Pre-transcription Events,81,https://reactome.org/PathwayBrowser/#/R-HSA-674695,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,62,https://reactome.org/PathwayBrowser/#/R-HSA-6796648,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-6807505,RNA polymerase II transcribes snRNA genes,140,https://reactome.org/PathwayBrowser/#/R-HSA-6807505,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-72086,mRNA Capping,29,https://reactome.org/PathwayBrowser/#/R-HSA-72086,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-75955,RNA Polymerase II Transcription Elongation,58,https://reactome.org/PathwayBrowser/#/R-HSA-75955,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-77075,RNA Pol II CTD phosphorylation and interaction with CE,27,https://reactome.org/PathwayBrowser/#/R-HSA-77075,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167161,HIV Transcription Initiation,47,https://reactome.org/PathwayBrowser/#/R-HSA-167161,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-167162,RNA Polymerase II HIV Promoter Escape,47,https://reactome.org/PathwayBrowser/#/R-HSA-167162,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,92,https://reactome.org/PathwayBrowser/#/R-HSA-6804756,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-73776,RNA Polymerase II Promoter Escape,47,https://reactome.org/PathwayBrowser/#/R-HSA-73776,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,47,https://reactome.org/PathwayBrowser/#/R-HSA-73779,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-75953,RNA Polymerase II Transcription Initiation,47,https://reactome.org/PathwayBrowser/#/R-HSA-75953,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,47,https://reactome.org/PathwayBrowser/#/R-HSA-76042,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-444209,Free fatty acid receptors,5,https://reactome.org/PathwayBrowser/#/R-HSA-444209,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-140342,Apoptosis induced DNA fragmentation,13,https://reactome.org/PathwayBrowser/#/R-HSA-140342,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-75153,Apoptotic execution phase,53,https://reactome.org/PathwayBrowser/#/R-HSA-75153,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-8856828,Clathrin-mediated endocytosis,145,https://reactome.org/PathwayBrowser/#/R-HSA-8856828,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-9700206,Signaling by ALK in cancer,57,https://reactome.org/PathwayBrowser/#/R-HSA-9700206,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-9700645,ALK mutants bind TKIs,12,https://reactome.org/PathwayBrowser/#/R-HSA-9700645,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-9725370,Signaling by ALK fusions and activated point mutants,57,https://reactome.org/PathwayBrowser/#/R-HSA-9725370,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-1181150,Signaling by NODAL,26,https://reactome.org/PathwayBrowser/#/R-HSA-1181150,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-1433617,Regulation of signaling by NODAL,12,https://reactome.org/PathwayBrowser/#/R-HSA-1433617,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-5669034,TNFs bind their physiological receptors,30,https://reactome.org/PathwayBrowser/#/R-HSA-5669034,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,112,https://reactome.org/PathwayBrowser/#/R-HSA-156827,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-72613,Eukaryotic Translation Initiation,120,https://reactome.org/PathwayBrowser/#/R-HSA-72613,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-72649,Translation initiation complex formation,59,https://reactome.org/PathwayBrowser/#/R-HSA-72649,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",60,https://reactome.org/PathwayBrowser/#/R-HSA-72662,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-72689,Formation of a pool of free 40S subunits,102,https://reactome.org/PathwayBrowser/#/R-HSA-72689,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",52,https://reactome.org/PathwayBrowser/#/R-HSA-72695,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-72702,Ribosomal scanning and start codon recognition,59,https://reactome.org/PathwayBrowser/#/R-HSA-72702,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,113,https://reactome.org/PathwayBrowser/#/R-HSA-72706,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-72737,Cap-dependent Translation Initiation,120,https://reactome.org/PathwayBrowser/#/R-HSA-72737,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-72766,Translation,479,https://reactome.org/PathwayBrowser/#/R-HSA-72766,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-112308,Presynaptic depolarization and calcium channel opening,12,https://reactome.org/PathwayBrowser/#/R-HSA-112308,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-9013420,RHOU GTPase cycle,41,https://reactome.org/PathwayBrowser/#/R-HSA-9013420,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-176187,Activation of ATR in response to replication stress,37,https://reactome.org/PathwayBrowser/#/R-HSA-176187,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-68962,Activation of the pre-replicative complex,33,https://reactome.org/PathwayBrowser/#/R-HSA-68962,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-8953750,Transcriptional Regulation by E2F6,34,https://reactome.org/PathwayBrowser/#/R-HSA-8953750,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",30,https://reactome.org/PathwayBrowser/#/R-HSA-1368108,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-400253,Circadian Clock,74,https://reactome.org/PathwayBrowser/#/R-HSA-400253,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-1483255,PI Metabolism,90,https://reactome.org/PathwayBrowser/#/R-HSA-1483255,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-1483257,Phospholipid metabolism,222,https://reactome.org/PathwayBrowser/#/R-HSA-1483257,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-1660499,Synthesis of PIPs at the plasma membrane,53,https://reactome.org/PathwayBrowser/#/R-HSA-1660499,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-199418,Negative regulation of the PI3K/AKT network,125,https://reactome.org/PathwayBrowser/#/R-HSA-199418,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,89,https://reactome.org/PathwayBrowser/#/R-HSA-2219530,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",66,https://reactome.org/PathwayBrowser/#/R-HSA-512988,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",118,https://reactome.org/PathwayBrowser/#/R-HSA-6811558,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-8853659,RET signaling,41,https://reactome.org/PathwayBrowser/#/R-HSA-8853659,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-9006335,Signaling by Erythropoietin,42,https://reactome.org/PathwayBrowser/#/R-HSA-9006335,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-9027276,Erythropoietin activates Phosphoinositide-3-kinase (PI3K),23,https://reactome.org/PathwayBrowser/#/R-HSA-9027276,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-912526,Interleukin receptor SHC signaling,27,https://reactome.org/PathwayBrowser/#/R-HSA-912526,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-912631,Regulation of signaling by CBL,35,https://reactome.org/PathwayBrowser/#/R-HSA-912631,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-204174,Regulation of pyruvate dehydrogenase (PDH) complex,16,https://reactome.org/PathwayBrowser/#/R-HSA-204174,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-5362517,Signaling by Retinoic Acid,43,https://reactome.org/PathwayBrowser/#/R-HSA-5362517,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-70268,Pyruvate metabolism,31,https://reactome.org/PathwayBrowser/#/R-HSA-70268,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-71406,Pyruvate metabolism and Citric Acid (TCA) cycle,55,https://reactome.org/PathwayBrowser/#/R-HSA-71406,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",43,https://reactome.org/PathwayBrowser/#/R-HSA-425397,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-83936,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,12,https://reactome.org/PathwayBrowser/#/R-HSA-83936,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-112310,Neurotransmitter release cycle,51,https://reactome.org/PathwayBrowser/#/R-HSA-112310,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-210500,Glutamate Neurotransmitter Release Cycle,24,https://reactome.org/PathwayBrowser/#/R-HSA-210500,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,107,https://reactome.org/PathwayBrowser/#/R-HSA-425393,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-417957,P2Y receptors,12,https://reactome.org/PathwayBrowser/#/R-HSA-417957,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-418038,Nucleotide-like (purinergic) receptors,16,https://reactome.org/PathwayBrowser/#/R-HSA-418038,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-5619061,Defective SLC33A1 causes spastic paraplegia 42 (SPG42),1,https://reactome.org/PathwayBrowser/#/R-HSA-5619061,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-HSA-202131,Metabolism of nitric oxide: NOS3 activation and regulation,15,https://reactome.org/PathwayBrowser/#/R-HSA-202131,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
